row_id,row_idx,main_name,brand_count,questions_generated,attempt_count,elapsed_ms,provider,model,success
row_613,613,Barium sulfate 제제,1,10,3,77140,openai,gpt-4o-mini,True
row_617,617,Perfluorobutane 주사제,1,10,3,73897,openai,gpt-4o-mini,True
row_619,619,"Paracetamol 250mg, Ibuprofen 200mg, Codeine phosphate 10mg 복합 제제",1,10,3,46479,openai,gpt-4o-mini,True
row_620,620,Alfentanil HCl 주사제,1,10,3,41465,openai,gpt-4o-mini,True
row_622,622,Oxycodone HCl 주사제,1,10,3,52802,openai,gpt-4o-mini,True
row_623,623,Remifentanil 주사제,1,10,3,30380,openai,gpt-4o-mini,True
row_625,625,[일반사항] 같은 날에 2가지 이상 기준처방 동시 투약시 인정여부,0,7,3,34298,openai,gpt-4o-mini,True
row_618,618,Somatorelin acetate,1,10,3,91880,openai,gpt-4o-mini,True
row_624,624,Sufentanil citrate 주사제,1,10,3,44369,openai,gpt-4o-mini,True
row_627,627,[일반사항] 처방별 적응증,0,7,3,27480,openai,gpt-4o-mini,True
row_621,621,Fentanyl citrate 주사제,1,10,3,114376,openai,gpt-4o-mini,True
row_626,626,[일반사항] 급여 한약제의 제형 변형에 따른 인정 범주,0,7,3,76761,openai,gpt-4o-mini,True
row_628,628,가미소요산,0,7,3,71105,openai,gpt-4o-mini,True
row_629,629,갈근탕,0,7,3,72131,openai,gpt-4o-mini,True
row_631,631,구미강활탕,0,7,3,73611,openai,gpt-4o-mini,True
row_630,630,갈근해기탕,0,7,3,86526,openai,gpt-4o-mini,True
row_632,632,궁소산,0,7,3,68068,openai,gpt-4o-mini,True
row_635,635,당귀연교음,0,7,3,34908,openai,gpt-4o-mini,True
row_633,633,궁하탕,0,7,3,69461,openai,gpt-4o-mini,True
row_634,634,내소산,0,7,3,57262,openai,gpt-4o-mini,True
row_638,638,대청룡탕,0,7,3,25043,openai,gpt-4o-mini,True
row_639,639,대화중음,0,7,3,33004,openai,gpt-4o-mini,True
row_636,636,당귀육황탕,0,7,3,67788,openai,gpt-4o-mini,True
row_642,642,반하백출 천마탕,0,7,3,23702,openai,gpt-4o-mini,True
row_640,640,대황목단 피탕,0,7,3,31776,openai,gpt-4o-mini,True
row_637,637,대시호탕,0,7,3,82781,openai,gpt-4o-mini,True
row_641,641,도인승기탕,0,7,3,61603,openai,gpt-4o-mini,True
row_647,647,보허탕,0,7,3,24940,openai,gpt-4o-mini,True
row_643,643,반하사심탕,0,7,3,57137,openai,gpt-4o-mini,True
row_644,644,반하후박탕,0,7,3,60631,openai,gpt-4o-mini,True
row_648,648,복령보심탕,0,7,3,30458,openai,gpt-4o-mini,True
row_650,650,삼소음,0,7,3,25818,openai,gpt-4o-mini,True
row_645,645,백출탕,0,7,3,72065,openai,gpt-4o-mini,True
row_646,646,보중익기탕,0,7,3,76010,openai,gpt-4o-mini,True
row_654,654,생맥산,0,7,3,21157,openai,gpt-4o-mini,True
row_652,652,삼호작약탕,0,7,3,35880,openai,gpt-4o-mini,True
row_651,651,삼출건비탕,0,7,3,47030,openai,gpt-4o-mini,True
row_649,649,불환금 정기산,0,7,3,69779,openai,gpt-4o-mini,True
row_655,655,소시호탕,0,7,3,57006,openai,gpt-4o-mini,True
row_653,653,삼황사심탕,0,7,3,69651,openai,gpt-4o-mini,True
row_659,659,시호계지탕,0,7,3,32197,openai,gpt-4o-mini,True
row_656,656,소청룡탕,0,7,3,56695,openai,gpt-4o-mini,True
row_657,657,승양보위탕,0,7,3,53481,openai,gpt-4o-mini,True
row_662,662,안태음,0,7,3,24149,openai,gpt-4o-mini,True
row_658,658,시경반하탕,0,7,3,67827,openai,gpt-4o-mini,True
row_663,663,연교패독산,0,7,3,23423,openai,gpt-4o-mini,True
row_661,661,시호청간탕,0,7,3,37593,openai,gpt-4o-mini,True
row_665,665,오적산,0,7,3,26651,openai,gpt-4o-mini,True
row_660,660,시호소간탕,0,7,3,65231,openai,gpt-4o-mini,True
row_664,664,오림산,0,7,3,55628,openai,gpt-4o-mini,True
row_666,666,이중탕,0,7,3,61176,openai,gpt-4o-mini,True
row_671,671,자음강화탕,0,7,3,26582,openai,gpt-4o-mini,True
row_667,667,이진탕,0,7,3,63078,openai,gpt-4o-mini,True
row_668,668,익위승양탕,0,7,3,63706,openai,gpt-4o-mini,True
row_669,669,인삼패독산,0,7,3,60078,openai,gpt-4o-mini,True
row_670,670,인진호탕,0,7,3,62925,openai,gpt-4o-mini,True
row_676,676,팔물탕,0,7,3,15904,openai,gpt-4o-mini,True
row_678,678,행소탕,0,7,3,14878,openai,gpt-4o-mini,True
row_674,674,청서익기탕,0,7,3,69611,openai,gpt-4o-mini,True
row_673,673,청상견통탕,0,7,3,71903,openai,gpt-4o-mini,True
row_675,675,청위산,0,7,3,66218,openai,gpt-4o-mini,True
row_672,672,조위승기탕,0,7,3,82120,openai,gpt-4o-mini,True
row_677,677,평위산,0,7,3,61529,openai,gpt-4o-mini,True
row_681,681,황련해독탕,0,7,3,29211,openai,gpt-4o-mini,True
row_684,684,[심사지침] 만성 호흡기 질환에 장기 투여된 macrolide 계열 제제 인정여부,0,7,3,17443,openai,gpt-4o-mini,True
row_683,683,회춘양격산,0,7,3,36396,openai,gpt-4o-mini,True
row_679,679,향사평위산,0,7,3,67960,openai,gpt-4o-mini,True
row_680,680,황금작약탕,0,7,3,62225,openai,gpt-4o-mini,True
row_682,682,형개연교탕,0,7,3,96454,openai,gpt-4o-mini,True
row_685,685,[심사지침] 급성 심재성 정맥혈전증 상병에 투여하는 프라그민,0,7,3,72570,openai,gpt-4o-mini,True
row_687,687,[심사지침] 폐계면활성제,0,7,3,61955,openai,gpt-4o-mini,True
row_686,686,[심사지침] 류마티스질환에서 TNF-α inhibitor 제제,1,10,3,93418,openai,gpt-4o-mini,True
